Year          Month         Day         NAM @ 50 hPa [std]
1953              4            1           1.300
1953              4            2           1.144
1953              4            3           0.988
1953              4            4           0.761
1953              4            5           0.482
1953              4            6           0.135
1953              4            7          -0.166
1953              4            8          -0.261
1953              4            9          -0.158
1953              4           10           0.037
1953              4           11           0.277
1953              4           12           0.477
1953              4           13           0.457
1953              4           14           0.305
1953              4           15           0.216
1953              4           16           0.210
1953              4           17           0.119
1953              4           18           0.083
1953              4           19           0.211
1953              4           20           0.326
1953              4           21           0.331
1953              4           22           0.153
1953              4           23           0.012
1953              4           24          -0.115
1953              4           25          -0.179
1953              4           26          -0.216
1953              4           27          -0.284
1953              4           28          -0.373
1953              4           29          -0.607
1953              4           30          -0.787
1953              5            1          -0.994
1953              5            2          -1.081
1953              5            3          -1.136
1953              5            4          -1.108
1953              5            5          -0.967
1953              5            6          -0.827
1953              5            7          -0.940
1953              5            8          -1.077
1953              5            9          -1.216
1953              5           10          -1.332
1953              5           11          -1.457
1953              5           12          -1.379
1953              5           13          -1.201
1953              5           14          -0.974
1953              5           15          -0.791
1953              5           16          -0.604
1953              5           17          -0.414
1953              5           18          -0.325
1953              5           19          -0.431
1953              5           20          -0.637
1953              5           21          -0.700
1953              5           22          -0.625
1953              5           23          -0.478
1953              5           24          -0.745
1953              5           25          -1.030
1953              5           26          -0.954
1953              5           27          -0.704
1953              5           28          -0.552
1953              5           29          -0.759
1953              5           30          -1.309
1953              5           31          -1.794
1953              6            1          -1.943
1953              6            2          -1.866
1953              6            3          -1.882
1953              6            4          -1.928
1953              6            5          -1.629
1953              6            6          -1.256
1953              6            7          -1.096
1953              6            8          -1.106
1953              6            9          -1.099
1953              6           10          -0.911
1953              6           11          -0.642
1953              6           12          -0.421
1953              6           13          -0.522
1953              6           14          -0.716
1953              6           15          -0.821
1953              6           16          -0.694
1953              6           17          -0.348
1953              6           18          -0.507
1953              6           19          -0.663
1953              6           20          -0.762
1953              6           21          -0.902
1953              6           22          -0.778
1953              6           23          -0.672
1953              6           24          -1.143
1953              6           25          -1.636
1953              6           26          -1.722
1953              6           27          -1.137
1953              6           28          -0.681
1953              6           29          -0.591
1953              6           30          -0.487
1953              7            1          -0.279
1953              7            2           0.047
1953              7            3           0.247
1953              7            4           0.311
1953              7            5           0.634
1953              7            6           1.014
1953              7            7           1.254
1953              7            8           1.244
1953              7            9           1.299
1953              7           10           1.376
1953              7           11           1.350
1953              7           12           1.471
1953              7           13           1.416
1953              7           14           1.017
1953              7           15           0.793
1953              7           16           0.495
1953              7           17           0.396
1953              7           18           0.233
1953              7           19           0.266
1953              7           20           0.261
1953              7           21           0.105
1953              7           22          -0.053
1953              7           23          -0.123
1953              7           24          -0.404
1953              7           25          -0.600
1953              7           26          -0.455
1953              7           27          -0.295
1953              7           28          -0.052
1953              7           29           0.108
1953              7           30           0.136
1953              7           31           0.152
1953              8            1           0.229
1953              8            2           0.291
1953              8            3           0.221
1953              8            4           0.498
1953              8            5           0.743
1953              8            6           0.452
1953              8            7           0.026
1953              8            8          -0.075
1953              8            9           0.093
1953              8           10           0.085
1953              8           11           0.144
1953              8           12          -0.001
1953              8           13          -0.287
1953              8           14          -0.344
1953              8           15          -0.348
1953              8           16          -0.755
1953              8           17          -1.117
1953              8           18          -1.132
1953              8           19          -0.746
1953              8           20          -0.552
1953              8           21          -0.924
1953              8           22          -1.163
1953              8           23          -0.999
1953              8           24          -0.665
1953              8           25          -0.407
1953              8           26          -0.141
1953              8           27           0.104
1953              8           28           0.449
1953              8           29           0.746
1953              8           30           0.778
1953              8           31           0.475
1953              9            1           0.345
1953              9            2           0.511
1953              9            3           0.729
1953              9            4           0.754
1953              9            5           0.557
1953              9            6           0.057
1953              9            7          -0.013
1953              9            8           0.003
1953              9            9           0.001
1953              9           10           0.296
1953              9           11           0.765
1953              9           12           0.975
1953              9           13           0.907
1953              9           14           0.813
1953              9           15           0.712
1953              9           16           0.782
1953              9           17           0.755
1953              9           18           0.749
1953              9           19           0.761
1953              9           20           0.976
1953              9           21           0.775
1953              9           22           0.293
1953              9           23           0.063
1953              9           24           0.267
1953              9           25           0.590
1953              9           26           0.735
1953              9           27           0.615
1953              9           28           0.253
1953              9           29          -0.223
1953              9           30          -0.063
1953             10            1           0.015
1953             10            2          -0.494
1953             10            3          -0.412
1953             10            4           0.051
1953             10            5           0.063
1953             10            6          -0.340
1953             10            7          -0.534
1953             10            8          -0.400
1953             10            9          -0.351
1953             10           10          -0.446
1953             10           11          -0.718
1953             10           12          -1.004
1953             10           13          -1.000
1953             10           14          -0.664
1953             10           15          -0.370
1953             10           16          -0.166
1953             10           17          -0.218
1953             10           18          -0.374
1953             10           19          -0.493
1953             10           20          -0.459
1953             10           21          -0.593
1953             10           22          -0.596
1953             10           23          -0.361
1953             10           24          -0.096
1953             10           25           0.042
1953             10           26          -0.065
1953             10           27          -0.608
1953             10           28          -1.001
1953             10           29          -1.104
1953             10           30          -1.088
1953             10           31          -0.867
1953             11            1          -0.710
1953             11            2          -0.765
1953             11            3          -0.944
1953             11            4          -0.868
1953             11            5          -0.715
1953             11            6          -0.607
1953             11            7          -0.454
1953             11            8          -0.236
1953             11            9          -0.101
1953             11           10          -0.108
1953             11           11          -0.009
1953             11           12           0.108
1953             11           13           0.135
1953             11           14           0.089
1953             11           15          -0.140
1953             11           16          -0.421
1953             11           17          -0.348
1953             11           18          -0.298
1953             11           19          -0.266
1953             11           20          -0.199
1953             11           21          -0.189
1953             11           22          -0.244
1953             11           23          -0.269
1953             11           24          -0.281
1953             11           25          -0.226
1953             11           26          -0.289
1953             11           27          -0.325
1953             11           28          -0.190
1953             11           29          -0.143
1953             11           30          -0.049
1953             12            1           0.082
1953             12            2           0.103
1953             12            3           0.098
1953             12            4           0.088
1953             12            5           0.046
1953             12            6          -0.104
1953             12            7          -0.204
1953             12            8          -0.148
1953             12            9          -0.090
1953             12           10          -0.345
1953             12           11          -0.619
1953             12           12          -0.667
1953             12           13          -0.704
1953             12           14          -0.848
1953             12           15          -1.137
1953             12           16          -1.319
1953             12           17          -1.466
1953             12           18          -1.574
1953             12           19          -1.578
1953             12           20          -1.509
1953             12           21          -1.415
1953             12           22          -1.495
1953             12           23          -1.703
1953             12           24          -2.038
1953             12           25          -2.295
1953             12           26          -2.209
1953             12           27          -1.799
1953             12           28          -1.308
1953             12           29          -0.912
1953             12           30          -0.607
1953             12           31          -0.373
1954              1            1          -0.321
1954              1            2          -0.392
1954              1            3          -0.416
1954              1            4          -0.305
1954              1            5          -0.242
1954              1            6          -0.246
1954              1            7          -0.354
1954              1            8          -0.599
1954              1            9          -1.007
1954              1           10          -1.353
1954              1           11          -1.596
1954              1           12          -1.609
1954              1           13          -1.487
1954              1           14          -1.231
1954              1           15          -0.862
1954              1           16          -0.607
1954              1           17          -0.517
1954              1           18          -0.513
1954              1           19          -0.518
1954              1           20          -0.476
1954              1           21          -0.365
1954              1           22          -0.322
1954              1           23          -0.331
1954              1           24          -0.311
1954              1           25          -0.298
1954              1           26          -0.261
1954              1           27          -0.193
1954              1           28          -0.126
1954              1           29          -0.118
1954              1           30          -0.105
1954              1           31           0.006
1954              2            1           0.156
1954              2            2           0.294
1954              2            3           0.403
1954              2            4           0.455
1954              2            5           0.464
1954              2            6           0.435
1954              2            7           0.437
1954              2            8           0.489
1954              2            9           0.559
1954              2           10           0.555
1954              2           11           0.482
1954              2           12           0.414
1954              2           13           0.344
1954              2           14           0.291
1954              2           15           0.235
1954              2           16           0.119
1954              2           17          -0.004
1954              2           18          -0.078
1954              2           19          -0.088
1954              2           20          -0.012
1954              2           21           0.094
1954              2           22           0.180
1954              2           23           0.252
1954              2           24           0.379
1954              2           25           0.418
1954              2           26           0.386
1954              2           27           0.292
1954              2           28           0.282
1954              3            1           0.374
1954              3            2           0.499
1954              3            3           0.615
1954              3            4           0.702
1954              3            5           0.756
1954              3            6           0.762
1954              3            7           0.785
1954              3            8           0.784
1954              3            9           0.722
1954              3           10           0.633
1954              3           11           0.436
1954              3           12           0.124
1954              3           13          -0.256
1954              3           14          -0.615
1954              3           15          -0.858
1954              3           16          -0.970
1954              3           17          -1.089
1954              3           18          -1.211
1954              3           19          -1.240
1954              3           20          -1.167
1954              3           21          -1.050
1954              3           22          -0.991
1954              3           23          -1.046
1954              3           24          -1.161
1954              3           25          -1.302
1954              3           26          -1.420
1954              3           27          -1.502
1954              3           28          -1.561
1954              3           29          -1.623
1954              3           30          -1.752
1954              3           31          -1.830
1954              4            1          -1.794
1954              4            2          -1.617
1954              4            3          -1.492
1954              4            4          -1.471
1954              4            5          -1.554
1954              4            6          -1.612
1954              4            7          -1.605
1954              4            8          -1.611
1954              4            9          -1.559
1954              4           10          -1.452
1954              4           11          -1.319
1954              4           12          -1.164
1954              4           13          -0.958
1954              4           14          -0.851
1954              4           15          -0.919
1954              4           16          -0.965
1954              4           17          -0.958
1954              4           18          -0.943
1954              4           19          -1.005
1954              4           20          -0.961
1954              4           21          -0.851
1954              4           22          -0.851
1954              4           23          -0.931
1954              4           24          -1.011
1954              4           25          -0.952
1954              4           26          -0.907
1954              4           27          -0.854
1954              4           28          -0.802
1954              4           29          -0.821
1954              4           30          -0.905
1954              5            1          -0.950
1954              5            2          -0.861
1954              5            3          -0.873
1954              5            4          -1.061
1954              5            5          -1.275
1954              5            6          -1.457
1954              5            7          -1.613
1954              5            8          -1.654
1954              5            9          -1.618
1954              5           10          -1.557
1954              5           11          -1.544
1954              5           12          -1.496
1954              5           13          -1.317
1954              5           14          -1.308
1954              5           15          -1.398
1954              5           16          -1.456
1954              5           17          -1.405
1954              5           18          -1.390
1954              5           19          -1.389
1954              5           20          -1.256
1954              5           21          -1.295
1954              5           22          -1.254
1954              5           23          -1.063
1954              5           24          -0.854
1954              5           25          -0.867
1954              5           26          -1.227
1954              5           27          -1.443
1954              5           28          -1.595
1954              5           29          -1.597
1954              5           30          -1.447
1954              5           31          -1.147
1954              6            1          -0.757
1954              6            2          -0.515
1954              6            3          -0.452
1954              6            4          -0.496
1954              6            5          -0.645
1954              6            6          -0.783
1954              6            7          -0.853
1954              6            8          -0.875
1954              6            9          -0.643
1954              6           10          -0.239
1954              6           11          -0.209
1954              6           12          -0.452
1954              6           13          -0.635
1954              6           14          -0.666
1954              6           15          -0.695
1954              6           16          -0.821
1954              6           17          -1.004
1954              6           18          -0.707
1954              6           19          -0.243
1954              6           20           0.267
1954              6           21           0.610
1954              6           22           0.747
1954              6           23           0.873
1954              6           24           0.976
1954              6           25           0.939
1954              6           26           0.742
1954              6           27           0.433
1954              6           28           0.164
1954              6           29           0.030
1954              6           30           0.019
1954              7            1           0.204
1954              7            2           0.079
1954              7            3           0.038
1954              7            4           0.256
1954              7            5           0.081
1954              7            6          -0.228
1954              7            7          -0.389
1954              7            8          -0.522
1954              7            9          -0.332
1954              7           10          -0.078
1954              7           11          -0.172
1954              7           12           0.023
1954              7           13           0.370
1954              7           14           0.560
1954              7           15           0.408
1954              7           16           0.585
1954              7           17           0.831
1954              7           18           0.736
1954              7           19           0.559
1954              7           20           0.011
1954              7           21          -0.291
1954              7           22          -0.575
1954              7           23          -1.104
1954              7           24          -1.767
1954              7           25          -1.713
1954              7           26          -1.609
1954              7           27          -1.442
1954              7           28          -1.095
1954              7           29          -0.788
1954              7           30          -0.703
1954              7           31          -0.485
1954              8            1          -0.394
1954              8            2          -0.367
1954              8            3          -0.293
1954              8            4          -0.409
1954              8            5          -0.564
1954              8            6          -0.571
1954              8            7          -0.621
1954              8            8          -0.581
1954              8            9          -0.319
1954              8           10          -0.228
1954              8           11          -0.613
1954              8           12          -0.990
1954              8           13          -1.274
1954              8           14          -1.368
1954              8           15          -1.394
1954              8           16          -1.455
1954              8           17          -1.373
1954              8           18          -1.448
1954              8           19          -1.274
1954              8           20          -0.937
1954              8           21          -1.035
1954              8           22          -1.849
1954              8           23          -2.486
1954              8           24          -2.207
1954              8           25          -1.659
1954              8           26          -1.334
1954              8           27          -1.078
1954              8           28          -0.525
1954              8           29           0.080
1954              8           30           0.269
1954              8           31           0.289
1954              9            1           0.078
1954              9            2           0.014
1954              9            3           0.069
1954              9            4           0.174
1954              9            5           0.517
1954              9            6           0.720
1954              9            7           0.491
1954              9            8           0.199
1954              9            9           0.236
1954              9           10           0.709
1954              9           11           1.181
1954              9           12           1.025
1954              9           13           0.913
1954              9           14           1.406
1954              9           15           1.778
1954              9           16           1.942
1954              9           17           2.019
1954              9           18           1.990
1954              9           19           1.999
1954              9           20           2.028
1954              9           21           1.797
1954              9           22           1.616
1954              9           23           1.440
1954              9           24           1.803
1954              9           25           2.495
1954              9           26           2.535
1954              9           27           2.000
1954              9           28           1.327
1954              9           29           0.442
1954              9           30          -0.071
1954             10            1          -0.238
1954             10            2          -0.300
1954             10            3          -0.364
1954             10            4          -0.560
1954             10            5          -0.856
1954             10            6          -1.345
1954             10            7          -1.805
1954             10            8          -1.427
1954             10            9          -0.728
1954             10           10          -0.087
1954             10           11           0.403
1954             10           12           0.552
1954             10           13           0.422
1954             10           14           0.453
1954             10           15           0.642
1954             10           16           0.420
1954             10           17           0.093
1954             10           18           0.036
1954             10           19           0.261
1954             10           20           0.241
1954             10           21           0.152
1954             10           22           0.188
1954             10           23           0.274
1954             10           24           0.388
1954             10           25           0.443
1954             10           26           0.381
1954             10           27           0.456
1954             10           28           0.434
1954             10           29           0.366
1954             10           30           0.458
1954             10           31           0.329
1954             11            1           0.312
1954             11            2           0.326
1954             11            3           0.444
1954             11            4           0.281
1954             11            5           0.146
1954             11            6           0.348
1954             11            7           0.517
1954             11            8           0.551
1954             11            9           0.282
1954             11           10          -0.027
1954             11           11          -0.153
1954             11           12          -0.343
1954             11           13          -0.546
1954             11           14          -0.585
1954             11           15          -0.538
1954             11           16          -0.543
1954             11           17          -0.432
1954             11           18          -0.359
1954             11           19          -0.305
1954             11           20          -0.390
1954             11           21          -0.568
1954             11           22          -0.733
1954             11           23          -0.708
1954             11           24          -0.600
1954             11           25          -0.450
1954             11           26          -0.288
1954             11           27          -0.321
1954             11           28          -0.562
1954             11           29          -0.825
1954             11           30          -1.001
1954             12            1          -0.847
1954             12            2          -0.564
1954             12            3          -0.445
1954             12            4          -0.473
1954             12            5          -0.354
1954             12            6          -0.137
1954             12            7          -0.194
1954             12            8          -0.475
1954             12            9          -0.499
1954             12           10          -0.139
1954             12           11           0.176
1954             12           12           0.202
1954             12           13           0.153
1954             12           14          -0.062
1954             12           15          -0.347
1954             12           16          -0.575
1954             12           17          -0.742
1954             12           18          -0.886
1954             12           19          -1.044
1954             12           20          -1.086
1954             12           21          -1.149
1954             12           22          -1.218
1954             12           23          -1.236
1954             12           24          -1.243
1954             12           25          -1.354
1954             12           26          -1.359
1954             12           27          -1.165
1954             12           28          -0.893
1954             12           29          -0.749
1954             12           30          -0.677
1954             12           31          -0.529
1955              1            1          -0.777
1955              1            2          -0.820
1955              1            3          -0.870
1955              1            4          -0.948
1955              1            5          -1.051
1955              1            6          -1.099
1955              1            7          -1.215
1955              1            8          -1.377
1955              1            9          -1.421
1955              1           10          -1.348
1955              1           11          -1.364
1955              1           12          -1.474
1955              1           13          -1.558
1955              1           14          -1.614
1955              1           15          -1.566
1955              1           16          -1.364
1955              1           17          -1.226
1955              1           18          -1.134
1955              1           19          -1.035
1955              1           20          -0.968
1955              1           21          -0.973
1955              1           22          -1.024
1955              1           23          -1.092
1955              1           24          -1.172
1955              1           25          -1.206
1955              1           26          -1.187
1955              1           27          -1.129
1955              1           28          -1.048
1955              1           29          -0.987
1955              1           30          -0.945
1955              1           31          -0.882
1955              2            1          -0.845
1955              2            2          -0.818
1955              2            3          -0.768
1955              2            4          -0.712
1955              2            5          -0.670
1955              2            6          -0.680
1955              2            7          -0.713
1955              2            8          -0.719
1955              2            9          -0.735
1955              2           10          -0.756
1955              2           11          -0.748
1955              2           12          -0.709
1955              2           13          -0.653
1955              2           14          -0.561
1955              2           15          -0.502
1955              2           16          -0.452
1955              2           17          -0.395
1955              2           18          -0.306
1955              2           19          -0.212
1955              2           20          -0.199
1955              2           21          -0.227
1955              2           22          -0.225
1955              2           23          -0.125
1955              2           24          -0.069
1955              2           25          -0.045
1955              2           26          -0.105
1955              2           27          -0.154
1955              2           28          -0.192
1955              3            1          -0.230
1955              3            2          -0.297
1955              3            3          -0.422
1955              3            4          -0.575
1955              3            5          -0.763
1955              3            6          -0.799
1955              3            7          -0.746
1955              3            8          -0.667
1955              3            9          -0.532
1955              3           10          -0.408
1955              3           11          -0.301
1955              3           12          -0.231
1955              3           13          -0.203
1955              3           14          -0.175
1955              3           15          -0.194
1955              3           16          -0.258
1955              3           17          -0.359
1955              3           18          -0.466
1955              3           19          -0.606
1955              3           20          -0.636
1955              3           21          -0.569
1955              3           22          -0.445
1955              3           23          -0.307
1955              3           24          -0.247
1955              3           25          -0.200
1955              3           26          -0.116
1955              3           27          -0.063
1955              3           28          -0.051
1955              3           29          -0.049
1955              3           30          -0.118
1955              3           31          -0.163
1955              4            1          -0.057
1955              4            2           0.084
1955              4            3           0.148
1955              4            4           0.171
1955              4            5           0.202
1955              4            6           0.289
1955              4            7           0.436
1955              4            8           0.587
1955              4            9           0.711
1955              4           10           0.872
1955              4           11           0.871
1955              4           12           0.788
1955              4           13           0.715
1955              4           14           0.708
1955              4           15           0.703
1955              4           16           0.659
1955              4           17           0.656
1955              4           18           0.641
1955              4           19           0.519
1955              4           20           0.456
1955              4           21           0.384
1955              4           22           0.320
1955              4           23           0.185
1955              4           24          -0.011
1955              4           25          -0.188
1955              4           26          -0.252
1955              4           27          -0.299
1955              4           28          -0.418
1955              4           29          -0.447
1955              4           30          -0.306
1955              5            1          -0.058
1955              5            2           0.238
1955              5            3           0.478
1955              5            4           0.687
1955              5            5           0.939
1955              5            6           1.039
1955              5            7           1.061
1955              5            8           0.886
1955              5            9           0.789
1955              5           10           0.868
1955              5           11           1.014
1955              5           12           1.339
1955              5           13           1.613
1955              5           14           1.807
1955              5           15           1.793
1955              5           16           1.639
1955              5           17           1.431
1955              5           18           1.085
1955              5           19           0.767
1955              5           20           0.627
1955              5           21           0.607
1955              5           22           0.654
1955              5           23           0.617
1955              5           24           0.492
1955              5           25           0.482
1955              5           26           0.417
1955              5           27           0.325
1955              5           28           0.218
1955              5           29           0.209
1955              5           30           0.381
1955              5           31           0.334
1955              6            1           0.340
1955              6            2           0.261
1955              6            3           0.138
1955              6            4           0.156
1955              6            5           0.044
1955              6            6          -0.242
1955              6            7          -0.655
1955              6            8          -0.847
1955              6            9          -0.604
1955              6           10          -0.327
1955              6           11          -0.226
1955              6           12          -0.061
1955              6           13           0.347
1955              6           14           0.684
1955              6           15           0.822
1955              6           16           0.752
1955              6           17           0.546
1955              6           18           0.370
1955              6           19           0.007
1955              6           20           0.036
1955              6           21           0.309
1955              6           22           0.516
1955              6           23           0.824
1955              6           24           1.198
1955              6           25           1.255
1955              6           26           0.929
1955              6           27           0.653
1955              6           28           0.725
1955              6           29           0.858
1955              6           30           0.637
1955              7            1           0.390
1955              7            2           0.273
1955              7            3           0.563
1955              7            4           0.868
1955              7            5           1.204
1955              7            6           1.380
1955              7            7           1.417
1955              7            8           1.373
1955              7            9           1.355
1955              7           10           1.666
1955              7           11           1.802
1955              7           12           1.908
1955              7           13           2.083
1955              7           14           2.272
1955              7           15           2.578
1955              7           16           3.138
1955              7           17           3.369
1955              7           18           3.166
1955              7           19           2.841
1955              7           20           2.292
1955              7           21           1.970
1955              7           22           1.843
1955              7           23           1.548
1955              7           24           0.982
1955              7           25           0.308
1955              7           26           0.169
1955              7           27           0.366
1955              7           28           0.751
1955              7           29           1.159
1955              7           30           1.289
1955              7           31           1.177
1955              8            1           1.162
1955              8            2           1.049
1955              8            3           0.939
1955              8            4           0.955
1955              8            5           1.220
1955              8            6           1.327
1955              8            7           1.546
1955              8            8           1.378
1955              8            9           1.060
1955              8           10           0.933
1955              8           11           0.897
1955              8           12           0.825
1955              8           13           0.674
1955              8           14           0.652
1955              8           15           1.071
1955              8           16           1.519
1955              8           17           1.561
1955              8           18           1.378
1955              8           19           0.988
1955              8           20           0.629
1955              8           21           0.482
1955              8           22           0.315
1955              8           23          -0.008
1955              8           24          -0.056
1955              8           25           0.132
1955              8           26           0.019
1955              8           27          -0.223
1955              8           28          -0.100
1955              8           29           0.045
1955              8           30           0.087
1955              8           31          -0.035
1955              9            1           0.100
1955              9            2           0.606
1955              9            3           0.897
1955              9            4           0.792
1955              9            5           0.765
1955              9            6           0.703
1955              9            7           0.280
1955              9            8          -0.166
1955              9            9          -0.246
1955              9           10          -0.140
1955              9           11          -0.280
1955              9           12          -0.615
1955              9           13          -0.967
1955              9           14          -0.952
1955              9           15          -1.002
1955              9           16          -1.326
1955              9           17          -1.580
1955              9           18          -1.558
1955              9           19          -1.361
1955              9           20          -1.329
1955              9           21          -1.583
1955              9           22          -1.683
1955              9           23          -1.404
1955              9           24          -1.035
1955              9           25          -0.764
1955              9           26          -0.651
1955              9           27          -0.734
1955              9           28          -0.579
1955              9           29          -0.581
1955              9           30          -0.467
1955             10            1          -0.402
1955             10            2          -0.106
1955             10            3           0.523
1955             10            4           0.743
1955             10            5           0.506
1955             10            6          -0.047
